ID,Topics,Text_answer,NegPos_answer,NegPos_output,Text_output,Sentiment_Match
355,Room,,,Positive,Nothing to complain about,False
356,Room,Extremely clean too.,Positive,,,False
356,Staff,"The communication prior to arriving was brilliant. The staff at the hotel were friendly, polite and nothing was too much for them. Always willing to help in anyway which made our stay enjoyable. ",Positive,,,False
357,Facility,hotel is comfortable and clean,Positive,,,False
357,Location,,,Positive,hotel is comfortable and clean,False
357,Staff,"Staff is friendly, ",Positive,Positive,Staff is friendly,True
358,Location,Location close to airport,Positive,Positive,Location close to airport,True
361,Location,The location near Makanzie Beach6,Positive,Positive,The location near Makanzie Beach,True
362,Food,"I recommend the breakfasts, which are really delicious.",Positive,,,False
362,Room,the room with a balcony overlooking Makenzy and Salt Lake made an amazing impression. ,Positive,,,False
362,Staff,"Excellent service, very kind and helpful staff, ",Positive,,,False
363,Staff,"The staff were exceptionally attentive to ensuring that our stay was pleasent. Hospitality was great,",Positive,Positive,The staff were exceptionally attentive to ensuring that our stay was pleasent.,True
364,Location,Loads of bars and restaurants 5 mins walk away on the beach. ,Positive,,,False
364,Staff,Really friendly and accomodating hosts.,Positive,,,False
365,Check-in,We arrived in the night and were checked-in quickly ,Positive,,,False
365,Facility,"The hotel had been just renovated, very convenient for our short stay in Larnaka.",Positive,,,False
366,Food,"Especially,the chef of La Vernada Hotel is perfest,he made delicious breakfast,lunch and dinner and his food is better than a 5star hotel. and the prices of the food are very good and are not expensive.Absolutely fantastic hotel with an excellent chef that make this hotel perfect.",Positive,,,False
366,Price,"Moreover,the price of his hotel and the prices of the food are very good and are not expensive.",Positive,,,False
367,Location,Good choice for travelers in larnaca,Positive,,,False
367,Room,Nice room with comfortable beds and nice bathroom. ,Positive,Positive,Nice room with comfortable beds and nice bathroom,True
367,Staff,Friendly Staff. ,Positive,Positive,Friendly Staff,True
368,Location,and perfect location.,Positive,Positive,Clean and perfect location.,True
368,Room,Clean,Positive,,,False
369,Food,The food was amazing at the restaurant,Positive,Positive,the food was amazing,True
369,Location,,,Positive,The location,False
369,Room,Mostly the bathroom floor sink was closed with tapes and there was bugs under it. ,Negative,,,False
370,Check-in,,,Positive,The check-in process was smooth and efficient.,False
370,Facility,,,Mixed,"The facility had a nice pool and gym, but the room was small.",False
370,Food,,,Negative,"The food was terrible, overpriced, and not worth it.",False
370,Location,good location from the airport and sea.,Positive,Positive,The location was perfect for our needs.,True
370,Price,,,Positive,The price was reasonable and affordable.,False
370,Room,"Extremely clean, newly renovated, efficiently run, ",Positive,Positive,"The room was clean and comfortable., The room was spacious and had a great view.",True
371,Staff,People working here are the best ever,Positive,,,False
373,Facility,"Cozy, clean hotel, Nice place, ",Positive,,,False
373,Food,"Can also enjoy delicious breakfast, if desired. ",Positive,Positive,delicious breakfast,True
373,Location,I stayed for a couple of nights so that I could quickly get to the airport. ,Positive,,,False
373,Room,,,Positive,"Cozy, clean hotel",False
373,Staff,with wonderful staff. ,Positive,Positive,wonderful staff,True
374,Facility,Pool could of been bigger ,Negative,,,False
374,Location,Location is great. ,Positive,Positive,"Rooms were a great size, very clean, modern and comfy., you're right next to an amazing beach 'mckenzie beach'",True
374,Room,,,Negative,Pool could of been bigger,False
374,Room,"Rooms were a great size, very clean, modern and comfy.",Positive,,,False
375,Facility,"Overall the hotel is well situated,",Positive,,,False
375,Food,The food he creates is outstanding and delicious. Even the simplest of food ie. chicken burger and salad was made to taste exceptional. Richard cooks from the heart.  ,Positive,Positive,Richard is the chef at the hotel. The food he creates is outstanding and delicious. Even the simplest of food ie. chicken burger and salad was made to taste exceptional. Whether you stay at the hotel or not you should go to their restaurant for lunch or dinner or both. It will not disappoint and you will want to keep going back. Richard cooks from the heart.,True
375,Location,,,Positive,the hotel is well situated,False
375,Room,the rooms are stylish and the beds very comfortable. ,Positive,Positive,"Overall the hotel is well situated, the rooms are stylish and the beds very comfortable.",True
375,Staff,The staff are helpful and friendly. ,Positive,Positive,The staff are helpful and friendly.,True
376,Facility,"It was very clean, very comfortable easily a 5 star hotel. Very welcoming, ",Positive,,,False
376,Food,"The chef is incredible and very friendly, the kind of person who loves nothing more than you enjoying his food!",Positive,,,False
376,Location,5 minute walk to the beach.,Positive,,,False
377,Food,Breakfast was delicious. ,Positive,,,False
377,Location,"Hotel is near to the beach, airport and bus station.",Positive,,,False
377,Room,Rooms are clean. ,Positive,,,False
377,Staff,Staff very polite and helpful. ,Positive,,,False
378,Food,The food was delicious. ,Positive,,,False
378,Room,The room was very clean and comfortable. ,Positive,,,False
378,Staff,The staff was very friendly. ,Positive,,,False
379,Food,and got early breakfast as well as had nice evening in bar. ,Positive,,,False
379,Room,"Clean rooms, comfortable beds - ",Positive,,,False
379,Staff,"were pleased by staff, Hotel administrator helped us with taxi. ",Positive,,,False
380,Food,More options for breakfast.,Negative,,,False
380,Food,Breakfasts were tasty! ,Positive,Positive,More options for breakfast.,True
380,Location,"This hotel has great location, because it is very close to the airport, beaches and entertainment. ",Positive,,,False
380,Room,"Rooms vere very spacy, quiet, tidy with a modern design.",Positive,,,False
380,Staff,Very nice and helpful staff able to go an extra mile for your satisfaction. I was very satisfied with their service ,Positive,,,False
381,Facility,interior was clearly recently renovated. ,Positive,,,False
381,Location,"great location,walking distance to the beach and close to the airport.",Positive,Positive,"great location, walking distance to the beach, close to the airport",True
381,Staff,staff was very friendly,Positive,Positive,staff was very friendly,True
383,Facility,Clean facilities.,Positive,Positive,Clean facilities.,True
383,Food,Good breakfast,Positive,Positive,Good breakfast,True
383,Location,,,Positive,"Clean facilities., Good breakfast",False
383,Room,,,Positive,Didn't find anything negative,False
383,Staff,Very friendly and helpful staff.,Positive,Positive,Very friendly and helpful staff.,True
384,Facility,"Amazing hotel, ",Positive,,,False
384,Room,"new, clean, ",Positive,,,False
384,Staff,staff & management are great,Positive,,,False
385,Location,,,Positive,Excellent service,False
385,Staff,Excellent service.,Positive,,,False
387,Check-in,,,Positive,The check-in process was smooth and efficient.,False
387,Facility,,,Mixed,"The facility had a nice pool and gym, but the room was small.",False
387,Food,,,Negative,"The food was terrible, overpriced, and not worth it.",False
387,Location,,,Positive,The location was perfect for our needs.,False
387,Price,,,Positive,The price was reasonable and affordable.,False
387,Room,,,Positive,"The rooms, The room was clean and comfortable., The room was spacious and had a great view.",False
387,Staff,,,Positive,the staff,False
388,Facility,"Brand new fittings and furniture.
 
 ",Positive,Positive,Brand new fittings and furniture.,True
388,Location,Excellent location near the airport and the beach.,Positive,Positive,Excellent location near the airport and the beach.,True
388,Room,Very clean and quite.,Positive,,,False
388,Staff,Very friendly and effective employees and owners.,Positive,Positive,Very friendly and effective employees and owners.,True
389,Check-in,,,Positive,The check-in process was smooth and efficient.,False
389,Facility,,,Mixed,"The facility had a nice pool and gym, but the room was small.",False
